User,Games,language
t1_teddy,"['League of Legends', 'PUBG: BATTLEGROUNDS', 'Dungeon Fighter Online', 'Teamfight Tactics', 'Eternal Return']",Korean
t1esports,"['League of Legends', 'Teamfight Tactics', 'StarCraft', 'Just Chatting', 'PUBG: BATTLEGROUNDS']",Korean
t1moment,"['League of Legends', 'Just Chatting', 'StarCraft', 'Teamfight Tactics', 'Games + Demos']",Korean
t1zeus_,"['League of Legends', 'PUBG: BATTLEGROUNDS', 'FIFA Online 4']",Korean
ta1yo_tv,"['Overwatch', 'VALORANT', 'Apex Legends', 'Just Chatting', ""PLAYERUNKNOWN'S BATTLEGROUNDS""]",Japanese
takayaspecial,['League of Legends'],Japanese
tanukininja,"['League of Legends', 'VALORANT', 'Escape From Tarkov', 'Eternal Return: Black Survival', 'Eternal Return']",Japanese
targamas1,"['League of Legends', 'Resident Evil Village', 'Visage', 'The Binding of Isaac: Repentance', 'Outlast']",French
tarik,"['VALORANT', 'Counter-Strike: Global Offensive', 'Apex Legends', 'Minecraft', 'Call of Duty: Warzone']",English
taxi2g,"['Apex Legends', 'Rust', 'Just Chatting', 'Counter-Strike: Source', 'Path of Exile']",English
tempplex_,"['Apex Legends', 'Minecraft', 'Just Chatting', 'Pummel Party', 'Overwatch']",English
tenz,"['VALORANT', 'League of Legends', 'Genshin Impact', 'Valheim', 'It Takes Two']",English
tfblade,"['League of Legends', 'Poker', 'Just Chatting', 'Chess', 'Grand Theft Auto V']",English
tfue,"['Apex Legends', 'Minecraft', 'Call of Duty: Warzone', 'Grand Theft Auto V', 'Just Chatting']",English
thdwodnr97,"['Just Chatting', 'League of Legends', ""I'm Only Sleeping"", 'Red Dead Redemption 2', 'Games + Demos']",Korean
thebausffs,"['League of Legends', 'Arcane', 'Raid: Shadow Legends']",English
timthetatman,"['Call of Duty: Warzone', 'Just Chatting', 'VALORANT', 'Apex Legends', 'New World']",English
tioorochitwitch,"['Just Chatting', 'Worms Revolution', 'VALORANT', 'Minecraft', 'Rust']",Portuguese
tmxk319,"['League of Legends', 'LOST ARK', 'StarCraft', 'Just Chatting', 'MapleStory']",Korean
tobiasfate,"['League of Legends', 'Aliens: Fireteam Elite', 'Ruined King: A League of Legends Story', 'Total War: Warhammer II', 'Deep Rock Galactic']",English
tommyinnit,"['Minecraft', 'Just Chatting', 'Emily is Away <3', 'Terraria', 'Among Us']",English
tommyinnitalt,"['Minecraft', 'Just Chatting', ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'Among Us', 'Terraria']",English
torona1,['Just Chatting'],Korean
toto02033,"['Apex Legends', 'Minecraft', 'League of Legends', 'Just Chatting', 'Monster Hunter Rise']",Japanese
trainwreckstv,"['Slots', 'Just Chatting', 'Rust', 'Apex Legends', 'Among Us']",English
traytonlol,"['League of Legends', 'Among Us']",French
tsm_imperialhal,"['Apex Legends', 'The Dark Pictures Anthology: House of Ashes', 'Naraka: Bladepoint', 'Among Us', 'PUBG Mobile']",English
tsm_reps,"['Apex Legends', 'Resident Evil Village', 'Vampire: The Masquerade - Bloodhunt']",English
tst1023,"['League of Legends', 'Just Chatting', 'Hearthstone', 'LOST ARK', 'Eternal Return: Black Survival']",Korean
tttcheekyttt,"['Apex Legends', 'Back 4 Blood', 'Battlefield 2042', 'Halo Infinite']",English
twitchpresentskr,['Art'],Korean
untara,['League of Legends'],Korean
uzuhama,"['Just Chatting', 'Games + Demos', 'Bro Falls: Ultimate Showdown', ""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'Roblox']",Korean
valorant,['VALORANT'],English
valorant_jpn,['VALORANT'],Japanese
veibae,"['Just Chatting', 'Apex Legends', 'Valheim', 'The Binding of Isaac: Afterbirth', 'Minecraft']",English
vetheo,['League of Legends'],French
viichan6,"['Just Chatting', 'Minecraft', 'League of Legends', 'VRChat', 'Music']",Korean
vinnie,"['VALORANT', 'Call of Duty: Warzone', 'Grand Theft Auto V', 'Overwatch', 'DEVOUR']",English
vo_ine,"['Just Chatting', 'Minecraft', 'VRChat', 'The Idolmaster: Starlit Season', 'Euro Truck Simulator 2']",Korean
volibear_oyo,"['Just Chatting', 'League of Legends', 'Tekken 7', 'Overwatch', 'Doki Doki Literature Club Plus!']",Korean
wahahaha830,"['League of Legends', 'Kageroh: Shadow Corridor', 'Just Chatting', 'StarCraft', 'LOST ARK']",Korean
waolol1,"['League of Legends', 'Visage', 'The Forest', 'Just Chatting', 'Minecraft']",French
wildriftesports,['League of Legends: Wild Rift'],English
wkddydwns0318,"['League of Legends', 'StarCraft', 'League of Legends: Wild Rift']",Korean
wkgml,"['Just Chatting', 'LOST ARK', 'Minecraft', 'Overwatch', 'League of Legends']",Korean
wns1727,"['Just Chatting', 'Skul: The Hero Slayer', 'DJMAX Respect', 'Music', 'League of Legends']",Korean
wnsldj0610,"['League of Legends', 'Music', 'Just Chatting', 'Tribes of Midgard', 'Among Us']",Korean
woohankyung,"['Just Chatting', 'Overwatch', 'Pools, Hot Tubs, and Beaches', 'League of Legends', 'Marbles On Stream']",Korean
woowakgood,"['Just Chatting', 'VRChat', 'Minecraft', 'VALORANT', 'League of Legends']",Korean
wrq241,"['Eternal Return: Black Survival', 'Eternal Return', 'StarCraft', 'League of Legends', 'Just Chatting']",Korean
wyskah123,"['Just Chatting', 'Teamfight Tactics', 'League of Legends', 'DEVOUR', 'LOST ARK']",Korean
x2Twins,"['Fortnite', 'Rust', 'Minecraft', 'Rocket League', 'It Takes Two']",English
xChocoBars,"['VALORANT', 'Among Us', 'Minecraft', 'Apex Legends', 'Just Chatting']",English
xCry,"['Just Chatting', 'Minecraft', 'Rust', 'ROBLOX', ""I'm Only Sleeping""]",Spanish
xQcOW,"['Grand Theft Auto V', 'Just Chatting', 'Minecraft', 'Rust', 'VALORANT']",English
xXxTheFocuSxXx,"['Grand Theft Auto V', 'Minecraft', 'Just Chatting', 'VALORANT', 'Roblox']",Spanish
xayoo_,"['League of Legends', 'Just Chatting', 'It Takes Two', 'Slapshot Rebound', 'Grid 2']",Polish
xkwhd,"['League of Legends', 'StarCraft', 'Eternal Return', 'Just Chatting', 'Eternal Return: Black Survival']",Korean
xordn123456,"['League of Legends', 'Just Chatting', 'Games + Demos', 'The Battle Cats', 'Soul Knight']",Korean
xqcow,"['Grand Theft Auto V', 'Just Chatting', 'Minecraft', 'Rust', 'VALORANT']",English
yagubu,"['Just Chatting', 'World of Warcraft', 'Escape From Tarkov', 'MLB The Show 21', 'Darkest Dungeon']",Korean
yamatonjp,"['PUBG Mobile', 'Apex Legends', 'RimWorld', 'Pokémon Unite', 'NieR: Automata']",Japanese
yapyap30,"['LOST ARK', 'Escape From Tarkov', 'League of Legends', 'Just Chatting', 'Teamfight Tactics']",Korean
yasmanrox,"['League of Legends', 'Just Chatting', 'Teamfight Tactics', 'Dungeon Fighter Online', 'StarCraft']",Korean
yd0821,"['Minecraft', 'LOST ARK', 'Just Chatting', 'ELYON', 'League of Legends']",Korean
yeTz,"['World of Warcraft', 'League of Legends', 'VALORANT', 'Just Chatting', 'The Last of Us Part II']",Portuguese
yeunda,"[""PLAYERUNKNOWN'S BATTLEGROUNDS"", 'Just Chatting', 'Apex Legends', 'Minecraft', 'VRChat']",Korean
yoshinama222,"['Apex Legends', 'Xenoblade Chronicles 2', 'Super Smash Bros. Ultimate', 'Tales of Arise', 'Resident Evil 7 biohazard']",Japanese
yourragegaming,"['Just Chatting', 'Call of Duty: Warzone', 'Grand Theft Auto V', 'PokemonMMO', 'Rust']",English
yufuna,"['Apex Legends', 'VALORANT', 'Just Chatting', 'Pokémon Brilliant Diamond/Shining Pearl', 'Call of Duty: Vanguard']",Japanese
yukiofps14,"['Apex Legends', 'Monster Hunter: World', 'VALORANT']",Japanese
yumyumyu77,"['Just Chatting', 'LOST ARK', 'League of Legends', 'StarCraft', 'Diablo II: Resurrected']",Korean
yunzinseok,"['Just Chatting', 'Pokémon Platinum', 'Pokémon Sword/Shield', 'Pokémon Unite', 'Pokémon HeartGold/SoulSilver']",Korean
yutapongo,"['League of Legends', 'VALORANT', 'Apex Legends', 'Age of Empires IV']",Japanese
yvonnie,"['VALORANT', 'League of Legends', 'Just Chatting', 'Minecraft', 'Among Us']",English
zackrawrr,"['World of Warcraft', 'New World', 'Final Fantasy XIV Online', 'Rust', 'Path of Exile']",English
zainita,"['Just Chatting', 'Grand Theft Auto V', 'VALORANT', 'Rust', 'Dead by Daylight']",Spanish
zed99_lol,['League of Legends'],Korean
zepher,"['VALORANT', 'Apex Legends', 'Minecraft', 'Overwatch', 'It Takes Two']",Japanese
zevent,['Special Events'],French
ziGueira,"['Call of Duty: Warzone', 'Poker', 'VALORANT', 'Squad', 'Rogue Company']",Portuguese
zilioner,"['Just Chatting', 'League of Legends', 'Hearthstone', 'Romance of the Three Kingdoms XIV', 'World of Warcraft']",Korean
zledisd,"['Hearthstone', 'Just Chatting', 'XCOM 2', 'Slam Dunk', 'The Legend of Zelda: Breath of the Wild']",Korean
zoodasa,"['Just Chatting', 'Minecraft', 'Monster Hunter Rise', 'The Binding of Isaac: Afterbirth', 'Portal 2']",Korean
zz5152zz,['League of Legends'],Korean
zzamtiger0310,"['Just Chatting', 'League of Legends', 'Jump King', 'StarCraft', 'Super Mario Maker 2']",Korean
