Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
Ponce,aminematue,12.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Ponce,mistermv,23.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
RebeuDeter,AntoineDaniel,26.0,Directed,League of Legends,GeoGuessr,French,French
RebeuDeter,Doigby,23.0,Directed,League of Legends,Minecraft,French,French
RebeuDeter,Domingo,27.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Gotaga,45.0,Directed,League of Legends,Call of Duty: Warzone,French,French
RebeuDeter,Inoxtag,22.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,JLAmaru,37.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,JLBichouu,34.0,Directed,League of Legends,Grand Theft Auto V,French,French
RebeuDeter,JLTomy,17.0,Directed,League of Legends,Grand Theft Auto V,French,French
RebeuDeter,JeelTV,27.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Jirayalecochon,31.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Joueur_du_Grenier,17.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Kamet0,25.0,Directed,League of Legends,League of Legends,French,French
RebeuDeter,Locklear,17.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Maghla,34.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Ponce,15.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,Sardoche,33.0,Directed,League of Legends,Chess,French,French
RebeuDeter,Squeezie,12.0,Directed,League of Legends,Just Chatting,French,French
RebeuDeter,WankilStudio,30.0,Directed,League of Legends,Valheim,French,French
RebeuDeter,ZeratoR,19.0,Directed,League of Legends,New World,French,French
RebeuDeter,aminematue,48.0,Directed,League of Legends,Grand Theft Auto V,French,French
RebeuDeter,fr_zod,9.0,Directed,League of Legends,Apex Legends,French,French
RebeuDeter,mistermv,13.0,Directed,League of Legends,The Binding of Isaac: Afterbirth,French,French
Sardoche,AntoineDaniel,23.0,Directed,Chess,GeoGuessr,French,French
Sardoche,Doigby,52.0,Directed,Chess,Minecraft,French,French
Sardoche,Domingo,21.0,Directed,Chess,Just Chatting,French,French
Sardoche,Etoiles,32.0,Directed,Chess,Just Chatting,French,French
Sardoche,Gotaga,24.0,Directed,Chess,Call of Duty: Warzone,French,French
Sardoche,Inoxtag,42.0,Directed,Chess,Just Chatting,French,French
Sardoche,JLAmaru,31.0,Directed,Chess,Just Chatting,French,French
Sardoche,JLBichouu,49.0,Directed,Chess,Grand Theft Auto V,French,French
Sardoche,JLTomy,32.0,Directed,Chess,Grand Theft Auto V,French,French
Sardoche,JeelTV,13.0,Directed,Chess,Just Chatting,French,French
Sardoche,Kamet0,26.0,Directed,Chess,League of Legends,French,French
Sardoche,LeBouseuh,22.0,Directed,Chess,Rocket League,French,French
Sardoche,Locklear,35.0,Directed,Chess,Just Chatting,French,French
Sardoche,MoMaN,12.0,Directed,Chess,Grand Theft Auto V,French,French
Sardoche,RebeuDeter,46.0,Directed,Chess,League of Legends,French,French
Sardoche,Squeezie,5.0,Directed,Chess,Just Chatting,French,French
Sardoche,ZeratoR,27.0,Directed,Chess,New World,French,French
Sardoche,aminematue,18.0,Directed,Chess,Grand Theft Auto V,French,French
Sardoche,fr_zod,24.0,Directed,Chess,Apex Legends,French,French
Sardoche,mistermv,12.0,Directed,Chess,The Binding of Isaac: Afterbirth,French,French
ZeratoR,AntoineDaniel,37.0,Directed,New World,GeoGuessr,French,French
ZeratoR,Doigby,8.0,Directed,New World,Minecraft,French,French
ZeratoR,Domingo,41.0,Directed,New World,Just Chatting,French,French
ZeratoR,Etoiles,22.0,Directed,New World,Just Chatting,French,French
ZeratoR,Gotaga,38.0,Directed,New World,Call of Duty: Warzone,French,French
ZeratoR,Inoxtag,28.0,Directed,New World,Just Chatting,French,French
ZeratoR,JLAmaru,23.0,Directed,New World,Just Chatting,French,French
ZeratoR,JLTomy,43.0,Directed,New World,Grand Theft Auto V,French,French
ZeratoR,JeelTV,18.0,Directed,New World,Just Chatting,French,French
ZeratoR,Joueur_du_Grenier,42.0,Directed,New World,Just Chatting,French,French
ZeratoR,Kamet0,21.0,Directed,New World,League of Legends,French,French
ZeratoR,Locklear,22.0,Directed,New World,Just Chatting,French,French
ZeratoR,Maghla,11.0,Directed,New World,Just Chatting,French,French
ZeratoR,Mickalow,32.0,Directed,New World,Apex Legends,French,French
ZeratoR,Ponce,27.0,Directed,New World,Just Chatting,French,French
ZeratoR,RebeuDeter,12.0,Directed,New World,League of Legends,French,French
ZeratoR,Sardoche,24.0,Directed,New World,Chess,French,French
ZeratoR,Squeezie,31.0,Directed,New World,Just Chatting,French,French
ZeratoR,SuperHenryTran,27.0,Directed,New World,Just Chatting,French,French
ZeratoR,WankilStudio,19.0,Directed,New World,Valheim,French,French
ZeratoR,aminematue,27.0,Directed,New World,Grand Theft Auto V,French,French
ZeratoR,fr_zod,14.0,Directed,New World,Apex Legends,French,French
ZeratoR,mistermv,16.0,Directed,New World,The Binding of Isaac: Afterbirth,French,French
aminematue,AntoineDaniel,29.0,Directed,Grand Theft Auto V,GeoGuessr,French,French
aminematue,BruceGrannec,22.0,Directed,Grand Theft Auto V,FIFA 21,French,French
aminematue,Domingo,13.0,Directed,Grand Theft Auto V,Just Chatting,French,French
aminematue,Gotaga,31.0,Directed,Grand Theft Auto V,Call of Duty: Warzone,French,French
aminematue,JLAmaru,40.0,Directed,Grand Theft Auto V,Just Chatting,French,French
aminematue,JLTomy,23.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
aminematue,Kamet0,15.0,Directed,Grand Theft Auto V,League of Legends,French,French
aminematue,Locklear,12.0,Directed,Grand Theft Auto V,Just Chatting,French,French
aminematue,MoMaN,15.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
aminematue,Ponce,11.0,Directed,Grand Theft Auto V,Just Chatting,French,French
aminematue,RebeuDeter,33.0,Directed,Grand Theft Auto V,League of Legends,French,French
aminematue,Squeezie,20.0,Directed,Grand Theft Auto V,Just Chatting,French,French
aminematue,WankilStudio,8.0,Directed,Grand Theft Auto V,Valheim,French,French
aminematue,ZeratoR,20.0,Directed,Grand Theft Auto V,New World,French,French
aminematue,fr_zod,15.0,Directed,Grand Theft Auto V,Apex Legends,French,French
aminematue,mistermv,23.0,Directed,Grand Theft Auto V,The Binding of Isaac: Afterbirth,French,French
fr_zod,Doigby,28.0,Directed,Apex Legends,Minecraft,French,French
fr_zod,Domingo,12.0,Directed,Apex Legends,Just Chatting,French,French
fr_zod,Gotaga,18.0,Directed,Apex Legends,Call of Duty: Warzone,French,French
fr_zod,Inoxtag,24.0,Directed,Apex Legends,Just Chatting,French,French
fr_zod,Kaydop,9.0,Directed,Apex Legends,Rocket League,French,French
fr_zod,LeBouseuh,11.0,Directed,Apex Legends,Rocket League,French,French
fr_zod,Locklear,15.0,Directed,Apex Legends,Just Chatting,French,French
fr_zod,Squeezie,26.0,Directed,Apex Legends,Just Chatting,French,French
fr_zod,ZeratoR,27.0,Directed,Apex Legends,New World,French,French
fr_zod,michou_twitch,29.0,Directed,Apex Legends,Minecraft,French,French
lestream,AlphaCast,18.0,Directed,Just Chatting,Just Chatting,French,French
lestream,AntoineDaniel,35.0,Directed,Just Chatting,GeoGuessr,French,French
lestream,Doigby,30.0,Directed,Just Chatting,Minecraft,French,French
lestream,Domingo,23.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Etoiles,18.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Gotaga,22.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
lestream,Inoxtag,51.0,Directed,Just Chatting,Just Chatting,French,French
lestream,JLAmaru,34.0,Directed,Just Chatting,Just Chatting,French,French
lestream,JLTomy,15.0,Directed,Just Chatting,Grand Theft Auto V,French,French
lestream,JeelTV,26.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Jirayalecochon,27.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Joueur_du_Grenier,30.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Kamet0,31.0,Directed,Just Chatting,League of Legends,French,French
lestream,Locklear,37.0,Directed,Just Chatting,Just Chatting,French,French
lestream,Maghla,45.0,Directed,Just Chatting,Just Chatting,French,French
lestream,MoMaN,50.0,Directed,Just Chatting,Grand Theft Auto V,French,French
lestream,Ponce,45.0,Directed,Just Chatting,Just Chatting,French,French
lestream,RebeuDeter,17.0,Directed,Just Chatting,League of Legends,French,French
lestream,Sardoche,46.0,Directed,Just Chatting,Chess,French,French
lestream,Squeezie,47.0,Directed,Just Chatting,Just Chatting,French,French
lestream,ZeratoR,41.0,Directed,Just Chatting,New World,French,French
lestream,aminematue,55.0,Directed,Just Chatting,Grand Theft Auto V,French,French
lestream,mistermv,19.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
michou_twitch,Domingo,46.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,Etoiles,32.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,Gotaga,18.0,Directed,Minecraft,Call of Duty: Warzone,French,French
michou_twitch,Inoxtag,49.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,JLAmaru,37.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,Joueur_du_Grenier,27.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,Kamet0,25.0,Directed,Minecraft,League of Legends,French,French
michou_twitch,LeBouseuh,12.0,Directed,Minecraft,Rocket League,French,French
michou_twitch,Locklear,11.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,Maghla,11.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,MoMaN,8.0,Directed,Minecraft,Grand Theft Auto V,French,French
michou_twitch,RebeuDeter,27.0,Directed,Minecraft,League of Legends,French,French
michou_twitch,Squeezie,16.0,Directed,Minecraft,Just Chatting,French,French
michou_twitch,ZeratoR,5.0,Directed,Minecraft,New World,French,French
michou_twitch,aminematue,18.0,Directed,Minecraft,Grand Theft Auto V,French,French
michou_twitch,fr_zod,28.0,Directed,Minecraft,Apex Legends,French,French
michou_twitch,mistermv,27.0,Directed,Minecraft,The Binding of Isaac: Afterbirth,French,French
mistermv,AntoineDaniel,19.0,Directed,The Binding of Isaac: Afterbirth,GeoGuessr,French,French
mistermv,Doigby,37.0,Directed,The Binding of Isaac: Afterbirth,Minecraft,French,French
mistermv,Domingo,25.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Etoiles,28.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Gotaga,24.0,Directed,The Binding of Isaac: Afterbirth,Call of Duty: Warzone,French,French
mistermv,Inoxtag,48.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,JLAmaru,26.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,JLTomy,40.0,Directed,The Binding of Isaac: Afterbirth,Grand Theft Auto V,French,French
mistermv,JeelTV,16.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Joueur_du_Grenier,15.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Kamet0,17.0,Directed,The Binding of Isaac: Afterbirth,League of Legends,French,French
mistermv,Locklear,20.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Maghla,65.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,Ponce,12.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,RebeuDeter,21.0,Directed,The Binding of Isaac: Afterbirth,League of Legends,French,French
mistermv,Sardoche,21.0,Directed,The Binding of Isaac: Afterbirth,Chess,French,French
mistermv,Solary,24.0,Directed,The Binding of Isaac: Afterbirth,League of Legends,French,French
mistermv,Squeezie,22.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,ZeratoR,26.0,Directed,The Binding of Isaac: Afterbirth,New World,French,French
mistermv,aminematue,38.0,Directed,The Binding of Isaac: Afterbirth,Grand Theft Auto V,French,French
mistermv,fr_zod,30.0,Directed,The Binding of Isaac: Afterbirth,Apex Legends,French,French
mistermv,lestream,41.0,Directed,The Binding of Isaac: Afterbirth,Just Chatting,French,French
mistermv,michou_twitch,15.0,Directed,The Binding of Isaac: Afterbirth,Minecraft,French,French
Squeezie,Doigby,44.0,Directed,Just Chatting,Minecraft,French,French
Squeezie,Gotaga,83.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Squeezie,Inoxtag,56.0,Directed,Just Chatting,Just Chatting,French,French
Squeezie,Kamet0,47.0,Directed,Just Chatting,League of Legends,French,French
Squeezie,LeBouseuh,78.0,Directed,Just Chatting,Rocket League,French,French
Squeezie,Locklear,29.0,Directed,Just Chatting,Just Chatting,French,French
Squeezie,RebeuDeter,4.0,Directed,Just Chatting,League of Legends,French,French
Squeezie,Sardoche,5.0,Directed,Just Chatting,Chess,French,French
Squeezie,SkyrrozTV,14.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Squeezie,ZeratoR,40.0,Directed,Just Chatting,New World,French,French
LeBouseuh,Anas_Off,19.0,Directed,Rocket League,Grand Theft Auto V,French,French
LeBouseuh,Doigby,5.0,Directed,Rocket League,Minecraft,French,French
LeBouseuh,Etoiles,21.0,Directed,Rocket League,Just Chatting,French,French
LeBouseuh,Gotaga,17.0,Directed,Rocket League,Call of Duty: Warzone,French,French
LeBouseuh,Inoxtag,31.0,Directed,Rocket League,Just Chatting,French,French
LeBouseuh,JLAmaru,14.0,Directed,Rocket League,Just Chatting,French,French
LeBouseuh,JLTomy,19.0,Directed,Rocket League,Grand Theft Auto V,French,French
LeBouseuh,Kamet0,12.0,Directed,Rocket League,League of Legends,French,French
LeBouseuh,Locklear,4.0,Directed,Rocket League,Just Chatting,French,French
LeBouseuh,PRINCE__OFF,32.0,Directed,Rocket League,FIFA 21,French,French
LeBouseuh,RebeuDeter,22.0,Directed,Rocket League,League of Legends,French,French
LeBouseuh,Sardoche,14.0,Directed,Rocket League,Chess,French,French
LeBouseuh,SolaryFortnite,8.0,Directed,Rocket League,Fortnite,French,French
LeBouseuh,Squeezie,12.0,Directed,Rocket League,Just Chatting,French,French
LeBouseuh,ZeratoR,9.0,Directed,Rocket League,New World,French,French
LeBouseuh,aminematue,24.0,Directed,Rocket League,Grand Theft Auto V,French,French
LeBouseuh,fr_zod,12.0,Directed,Rocket League,Apex Legends,French,French
LeBouseuh,michou_twitch,12.0,Directed,Rocket League,Minecraft,French,French
SkyrrozTV,Doigby,13.0,Directed,Call of Duty: Warzone,Minecraft,French,French
SkyrrozTV,Domingo,12.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
SkyrrozTV,Gotaga,24.0,Directed,Call of Duty: Warzone,Call of Duty: Warzone,French,French
SkyrrozTV,Inoxtag,13.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
SkyrrozTV,LeBouseuh,26.0,Directed,Call of Duty: Warzone,Rocket League,French,French
SkyrrozTV,Locklear,19.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
SkyrrozTV,PRINCE__OFF,5.0,Directed,Call of Duty: Warzone,FIFA 21,French,French
SkyrrozTV,Squeezie,20.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
SkyrrozTV,ZeratoR,28.0,Directed,Call of Duty: Warzone,New World,French,French
SkyrrozTV,aminematue,13.0,Directed,Call of Duty: Warzone,Grand Theft Auto V,French,French
WankilStudio,AlphaCast,27.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,AntoineDaniel,24.0,Directed,Valheim,GeoGuessr,French,French
WankilStudio,Doigby,7.0,Directed,Valheim,Minecraft,French,French
WankilStudio,Domingo,8.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Gotaga,20.0,Directed,Valheim,Call of Duty: Warzone,French,French
WankilStudio,Inoxtag,12.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,JLAmaru,34.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Joueur_du_Grenier,19.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Laink,16.0,Directed,Valheim,Rocket League,French,French
WankilStudio,Locklear,12.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Maghla,10.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Sardoche,24.0,Directed,Valheim,Chess,French,French
WankilStudio,Squeezie,23.0,Directed,Valheim,Just Chatting,French,French
WankilStudio,Terracid,26.0,Directed,Valheim,Minecraft,French,French
WankilStudio,ZeratoR,26.0,Directed,Valheim,New World,French,French
WankilStudio,mistermv,12.0,Directed,Valheim,The Binding of Isaac: Afterbirth,French,French
Laink,AlphaCast,21.0,Directed,Rocket League,Just Chatting,French,French
Laink,AntoineDaniel,21.0,Directed,Rocket League,GeoGuessr,French,French
Laink,Doigby,7.0,Directed,Rocket League,Minecraft,French,French
Laink,Domingo,16.0,Directed,Rocket League,Just Chatting,French,French
Laink,Etoiles,20.0,Directed,Rocket League,Just Chatting,French,French
Laink,Gotaga,21.0,Directed,Rocket League,Call of Duty: Warzone,French,French
Laink,Inoxtag,21.0,Directed,Rocket League,Just Chatting,French,French
Laink,JLAmaru,4.0,Directed,Rocket League,Just Chatting,French,French
Laink,JeelTV,17.0,Directed,Rocket League,Just Chatting,French,French
Laink,Jirayalecochon,5.0,Directed,Rocket League,Just Chatting,French,French
Laink,Joueur_du_Grenier,11.0,Directed,Rocket League,Just Chatting,French,French
Laink,Kamet0,29.0,Directed,Rocket League,League of Legends,French,French
Laink,Locklear,20.0,Directed,Rocket League,Just Chatting,French,French
Laink,Maghla,18.0,Directed,Rocket League,Just Chatting,French,French
Laink,MoMaN,17.0,Directed,Rocket League,Grand Theft Auto V,French,French
Laink,Ponce,10.0,Directed,Rocket League,Just Chatting,French,French
Laink,Sardoche,4.0,Directed,Rocket League,Chess,French,French
Laink,Squeezie,28.0,Directed,Rocket League,Just Chatting,French,French
Laink,Terracid,36.0,Directed,Rocket League,Minecraft,French,French
Laink,WankilStudio,46.0,Directed,Rocket League,Valheim,French,French
Laink,ZeratoR,22.0,Directed,Rocket League,New World,French,French
Laink,mistermv,26.0,Directed,Rocket League,The Binding of Isaac: Afterbirth,French,French
Terracid,AlphaCast,16.0,Directed,Minecraft,Just Chatting,French,French
Terracid,AntoineDaniel,27.0,Directed,Minecraft,GeoGuessr,French,French
Terracid,Doigby,16.0,Directed,Minecraft,Minecraft,French,French
Terracid,Domingo,22.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Gotaga,27.0,Directed,Minecraft,Call of Duty: Warzone,French,French
Terracid,Inoxtag,23.0,Directed,Minecraft,Just Chatting,French,French
Terracid,JLAmaru,14.0,Directed,Minecraft,Just Chatting,French,French
Terracid,JeelTV,5.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Jirayalecochon,9.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Joueur_du_Grenier,11.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Kamet0,20.0,Directed,Minecraft,League of Legends,French,French
Terracid,Laink,26.0,Directed,Minecraft,Rocket League,French,French
Terracid,LeBouseuh,20.0,Directed,Minecraft,Rocket League,French,French
Terracid,Locklear,18.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Maghla,17.0,Directed,Minecraft,Just Chatting,French,French
Terracid,Ponce,19.0,Directed,Minecraft,Just Chatting,French,French
