Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
Doigby,JLTomy,20.0,Directed,Minecraft,Grand Theft Auto V,French,French
Doigby,Kamet0,21.0,Directed,Minecraft,League of Legends,French,French
Doigby,Laink,8.0,Directed,Minecraft,Rocket League,French,French
Doigby,LeBouseuh,22.0,Directed,Minecraft,Rocket League,French,French
Doigby,Locklear,34.0,Directed,Minecraft,Just Chatting,French,French
Doigby,Maghla,26.0,Directed,Minecraft,Just Chatting,French,French
Doigby,Ponce,19.0,Directed,Minecraft,Just Chatting,French,French
Doigby,RebeuDeter,18.0,Directed,Minecraft,League of Legends,French,French
Doigby,Sardoche,21.0,Directed,Minecraft,Chess,French,French
Doigby,Squeezie,45.0,Directed,Minecraft,Just Chatting,French,French
Doigby,Terracid,18.0,Directed,Minecraft,Minecraft,French,French
Doigby,WankilStudio,32.0,Directed,Minecraft,Valheim,French,French
Doigby,ZeratoR,28.0,Directed,Minecraft,New World,French,French
Doigby,aminematue,77.0,Directed,Minecraft,Grand Theft Auto V,French,French
Doigby,fr_zod,21.0,Directed,Minecraft,Apex Legends,French,French
Doigby,michou_twitch,27.0,Directed,Minecraft,Minecraft,French,French
Doigby,mistermv,20.0,Directed,Minecraft,The Binding of Isaac: Afterbirth,French,French
AntoineDaniel,AlphaCast,20.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,Doigby,31.0,Directed,GeoGuessr,Minecraft,French,French
AntoineDaniel,Domingo,32.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,Gotaga,39.0,Directed,GeoGuessr,Call of Duty: Warzone,French,French
AntoineDaniel,Inoxtag,43.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,JLAmaru,29.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,JLTomy,22.0,Directed,GeoGuessr,Grand Theft Auto V,French,French
AntoineDaniel,Joueur_du_Grenier,28.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,Kamet0,31.0,Directed,GeoGuessr,League of Legends,French,French
AntoineDaniel,Locklear,10.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,Maghla,61.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,MoMaN,12.0,Directed,GeoGuessr,Grand Theft Auto V,French,French
AntoineDaniel,Ponce,9.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,RebeuDeter,32.0,Directed,GeoGuessr,League of Legends,French,French
AntoineDaniel,Sardoche,12.0,Directed,GeoGuessr,Chess,French,French
AntoineDaniel,Squeezie,15.0,Directed,GeoGuessr,Just Chatting,French,French
AntoineDaniel,WankilStudio,16.0,Directed,GeoGuessr,Valheim,French,French
AntoineDaniel,ZeratoR,30.0,Directed,GeoGuessr,New World,French,French
AntoineDaniel,aminematue,19.0,Directed,GeoGuessr,Grand Theft Auto V,French,French
AntoineDaniel,fr_zod,37.0,Directed,GeoGuessr,Apex Legends,French,French
AntoineDaniel,mistermv,42.0,Directed,GeoGuessr,The Binding of Isaac: Afterbirth,French,French
AlphaCast,AntoineDaniel,36.0,Directed,Just Chatting,GeoGuessr,French,French
AlphaCast,Doigby,19.0,Directed,Just Chatting,Minecraft,French,French
AlphaCast,Domingo,40.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Etoiles,33.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Gotaga,35.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
AlphaCast,Inoxtag,21.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,JLAmaru,41.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,JLTomy,36.0,Directed,Just Chatting,Grand Theft Auto V,French,French
AlphaCast,JeelTV,15.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Jirayalecochon,21.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Joueur_du_Grenier,17.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Kamet0,25.0,Directed,Just Chatting,League of Legends,French,French
AlphaCast,Locklear,45.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,Maghla,30.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,MoMaN,35.0,Directed,Just Chatting,Grand Theft Auto V,French,French
AlphaCast,Ponce,14.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,RebeuDeter,38.0,Directed,Just Chatting,League of Legends,French,French
AlphaCast,Sardoche,20.0,Directed,Just Chatting,Chess,French,French
AlphaCast,ZeratoR,36.0,Directed,Just Chatting,New World,French,French
AlphaCast,aminematue,31.0,Directed,Just Chatting,Grand Theft Auto V,French,French
AlphaCast,fr_zod,37.0,Directed,Just Chatting,Apex Legends,French,French
AlphaCast,lestream,14.0,Directed,Just Chatting,Just Chatting,French,French
AlphaCast,michou_twitch,30.0,Directed,Just Chatting,Minecraft,French,French
AlphaCast,mistermv,30.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Domingo,AntoineDaniel,42.0,Directed,Just Chatting,GeoGuessr,French,French
Domingo,Doigby,19.0,Directed,Just Chatting,Minecraft,French,French
Domingo,Gotaga,28.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Domingo,Inoxtag,43.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,JLAmaru,23.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Jirayalecochon,19.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Joueur_du_Grenier,33.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Kamet0,24.0,Directed,Just Chatting,League of Legends,French,French
Domingo,LeBouseuh,33.0,Directed,Just Chatting,Rocket League,French,French
Domingo,Locklear,25.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Maghla,65.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Ponce,35.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Sardoche,25.0,Directed,Just Chatting,Chess,French,French
Domingo,Squeezie,43.0,Directed,Just Chatting,Just Chatting,French,French
Domingo,Terracid,53.0,Directed,Just Chatting,Minecraft,French,French
Domingo,WankilStudio,12.0,Directed,Just Chatting,Valheim,French,French
Domingo,ZeratoR,26.0,Directed,Just Chatting,New World,French,French
Domingo,fr_zod,47.0,Directed,Just Chatting,Apex Legends,French,French
Domingo,michou_twitch,39.0,Directed,Just Chatting,Minecraft,French,French
Domingo,mistermv,45.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Etoiles,AlphaCast,31.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,AntoineDaniel,30.0,Directed,Just Chatting,GeoGuessr,French,French
Etoiles,Doigby,24.0,Directed,Just Chatting,Minecraft,French,French
Etoiles,Domingo,17.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,Gotaga,28.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Etoiles,JeelTV,37.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,Joueur_du_Grenier,45.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,Locklear,21.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,Maghla,19.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,MoMaN,35.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Etoiles,Ponce,49.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,Sardoche,5.0,Directed,Just Chatting,Chess,French,French
Etoiles,Squeezie,24.0,Directed,Just Chatting,Just Chatting,French,French
Etoiles,WankilStudio,29.0,Directed,Just Chatting,Valheim,French,French
Etoiles,ZeratoR,58.0,Directed,Just Chatting,New World,French,French
Etoiles,mistermv,32.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Gotaga,Doigby,13.0,Directed,Call of Duty: Warzone,Minecraft,French,French
Gotaga,Domingo,31.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
Gotaga,Inoxtag,27.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
Gotaga,Kamet0,25.0,Directed,Call of Duty: Warzone,League of Legends,French,French
Gotaga,LeBouseuh,17.0,Directed,Call of Duty: Warzone,Rocket League,French,French
Gotaga,Locklear,11.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
Gotaga,Ponce,9.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
Gotaga,Sardoche,16.0,Directed,Call of Duty: Warzone,Chess,French,French
Gotaga,Squeezie,27.0,Directed,Call of Duty: Warzone,Just Chatting,French,French
Gotaga,fr_zod,36.0,Directed,Call of Duty: Warzone,Apex Legends,French,French
Inoxtag,Doigby,20.0,Directed,Just Chatting,Minecraft,French,French
Inoxtag,Domingo,29.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,Etoiles,20.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,Gotaga,26.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Inoxtag,JLAmaru,27.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,JLTomy,22.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Inoxtag,Kamet0,12.0,Directed,Just Chatting,League of Legends,French,French
Inoxtag,LeBouseuh,16.0,Directed,Just Chatting,Rocket League,French,French
Inoxtag,Locklear,25.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,Ponce,27.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,Sardoche,16.0,Directed,Just Chatting,Chess,French,French
Inoxtag,Squeezie,20.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,SuperHenryTran,13.0,Directed,Just Chatting,Just Chatting,French,French
Inoxtag,ZeratoR,22.0,Directed,Just Chatting,New World,French,French
Inoxtag,aminematue,26.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Inoxtag,fr_zod,41.0,Directed,Just Chatting,Apex Legends,French,French
JLAmaru,AntoineDaniel,22.0,Directed,Just Chatting,GeoGuessr,French,French
JLAmaru,Deujna,25.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,Doigby,13.0,Directed,Just Chatting,Minecraft,French,French
JLAmaru,Domingo,19.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,Gotaga,41.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
JLAmaru,Inoxtag,22.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,JLTomy,39.0,Directed,Just Chatting,Grand Theft Auto V,French,French
JLAmaru,Kamet0,43.0,Directed,Just Chatting,League of Legends,French,French
JLAmaru,Kaydop,35.0,Directed,Just Chatting,Rocket League,French,French
JLAmaru,Laink,25.0,Directed,Just Chatting,Rocket League,French,French
JLAmaru,Locklear,21.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,Maghla,13.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,Ponce,47.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,RebeuDeter,49.0,Directed,Just Chatting,League of Legends,French,French
JLAmaru,Sardoche,52.0,Directed,Just Chatting,Chess,French,French
JLAmaru,Squeezie,24.0,Directed,Just Chatting,Just Chatting,French,French
JLAmaru,Terracid,22.0,Directed,Just Chatting,Minecraft,French,French
JLAmaru,TheKAIRI78,9.0,Directed,Just Chatting,Fortnite,French,French
JLAmaru,WankilStudio,27.0,Directed,Just Chatting,Valheim,French,French
JLAmaru,ZeratoR,26.0,Directed,Just Chatting,New World,French,French
JLAmaru,aminematue,27.0,Directed,Just Chatting,Grand Theft Auto V,French,French
JLAmaru,fr_zod,46.0,Directed,Just Chatting,Apex Legends,French,French
JLAmaru,michou_twitch,29.0,Directed,Just Chatting,Minecraft,French,French
JLAmaru,mistermv,23.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
JLTomy,Anas_Off,25.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
JLTomy,Deujna,18.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,Doigby,53.0,Directed,Grand Theft Auto V,Minecraft,French,French
JLTomy,Domingo,19.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,EASPORTSFIFA,32.0,Directed,Grand Theft Auto V,FIFA 21,French,English
JLTomy,Gotaga,32.0,Directed,Grand Theft Auto V,Call of Duty: Warzone,French,French
JLTomy,Inoxtag,45.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,JLAmaru,40.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,JeelTV,41.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,Kamet0,26.0,Directed,Grand Theft Auto V,League of Legends,French,French
JLTomy,LeBouseuh,32.0,Directed,Grand Theft Auto V,Rocket League,French,French
JLTomy,Locklear,37.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,MoMaN,30.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
JLTomy,RebeuDeter,32.0,Directed,Grand Theft Auto V,League of Legends,French,French
JLTomy,Sardoche,73.0,Directed,Grand Theft Auto V,Chess,French,French
JLTomy,Squeezie,34.0,Directed,Grand Theft Auto V,Just Chatting,French,French
JLTomy,TheKAIRI78,51.0,Directed,Grand Theft Auto V,Fortnite,French,French
JLTomy,ZeratoR,62.0,Directed,Grand Theft Auto V,New World,French,French
JLTomy,aminematue,19.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
JLTomy,fr_zod,45.0,Directed,Grand Theft Auto V,Apex Legends,French,French
JLTomy,mistermv,28.0,Directed,Grand Theft Auto V,The Binding of Isaac: Afterbirth,French,French
JeelTV,AlphaCast,26.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,AntoineDaniel,30.0,Directed,Just Chatting,GeoGuessr,French,French
JeelTV,Deujna,32.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Doigby,22.0,Directed,Just Chatting,Minecraft,French,French
JeelTV,Domingo,50.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Etoiles,33.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Gotaga,32.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
JeelTV,Inoxtag,27.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,JLTomy,28.0,Directed,Just Chatting,Grand Theft Auto V,French,French
JeelTV,Joueur_du_Grenier,37.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Kamet0,28.0,Directed,Just Chatting,League of Legends,French,French
JeelTV,Locklear,52.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Maghla,34.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,MoMaN,40.0,Directed,Just Chatting,Grand Theft Auto V,French,French
JeelTV,Ponce,44.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,Sardoche,18.0,Directed,Just Chatting,Chess,French,French
JeelTV,Squeezie,48.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,SuperHenryTran,27.0,Directed,Just Chatting,Just Chatting,French,French
JeelTV,WankilStudio,16.0,Directed,Just Chatting,Valheim,French,French
JeelTV,ZeratoR,39.0,Directed,Just Chatting,New World,French,French
JeelTV,aminematue,21.0,Directed,Just Chatting,Grand Theft Auto V,French,French
JeelTV,michou_twitch,44.0,Directed,Just Chatting,Minecraft,French,French
JeelTV,mistermv,34.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Jirayalecochon,AntoineDaniel,55.0,Directed,Just Chatting,GeoGuessr,French,French
Jirayalecochon,Doigby,29.0,Directed,Just Chatting,Minecraft,French,French
Jirayalecochon,Domingo,81.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,Gotaga,62.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Jirayalecochon,Inoxtag,47.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,JLAmaru,59.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,JLTomy,27.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Jirayalecochon,Joueur_du_Grenier,45.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,Kamet0,76.0,Directed,Just Chatting,League of Legends,French,French
Jirayalecochon,LeBouseuh,33.0,Directed,Just Chatting,Rocket League,French,French
Jirayalecochon,Locklear,22.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,Maghla,16.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,Ponce,27.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,RebeuDeter,17.0,Directed,Just Chatting,League of Legends,French,French
Jirayalecochon,Sardoche,32.0,Directed,Just Chatting,Chess,French,French
Jirayalecochon,SkyrrozTV,34.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Jirayalecochon,Squeezie,20.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,Terracid,40.0,Directed,Just Chatting,Minecraft,French,French
Jirayalecochon,WankilStudio,71.0,Directed,Just Chatting,Valheim,French,French
Jirayalecochon,ZeratoR,38.0,Directed,Just Chatting,New World,French,French
Jirayalecochon,aminematue,63.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Jirayalecochon,lestream,15.0,Directed,Just Chatting,Just Chatting,French,French
Jirayalecochon,mistermv,35.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Joueur_du_Grenier,AlphaCast,4.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,AntoineDaniel,44.0,Directed,Just Chatting,GeoGuessr,French,French
Joueur_du_Grenier,Doigby,14.0,Directed,Just Chatting,Minecraft,French,French
Joueur_du_Grenier,Domingo,36.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,Etoiles,26.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,Gotaga,15.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Joueur_du_Grenier,Inoxtag,29.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,JeelTV,23.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,Locklear,25.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,Maghla,42.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,MoMaN,25.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Joueur_du_Grenier,Ponce,34.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,Sardoche,13.0,Directed,Just Chatting,Chess,French,French
Joueur_du_Grenier,Squeezie,29.0,Directed,Just Chatting,Just Chatting,French,French
Joueur_du_Grenier,WankilStudio,19.0,Directed,Just Chatting,Valheim,French,French
Joueur_du_Grenier,ZeratoR,60.0,Directed,Just Chatting,New World,French,French
Joueur_du_Grenier,aminematue,13.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Joueur_du_Grenier,michou_twitch,22.0,Directed,Just Chatting,Minecraft,French,French
Joueur_du_Grenier,mistermv,36.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Kamet0,AntoineDaniel,9.0,Directed,League of Legends,GeoGuessr,French,French
Kamet0,BruceGrannec,4.0,Directed,League of Legends,FIFA 21,French,French
Kamet0,Doigby,35.0,Directed,League of Legends,Minecraft,French,French
Kamet0,Domingo,28.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,Gotaga,42.0,Directed,League of Legends,Call of Duty: Warzone,French,French
Kamet0,Inoxtag,23.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,JLAmaru,63.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,JLTomy,45.0,Directed,League of Legends,Grand Theft Auto V,French,French
Kamet0,LeBouseuh,46.0,Directed,League of Legends,Rocket League,French,French
Kamet0,Locklear,57.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,Ponce,28.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,RebeuDeter,17.0,Directed,League of Legends,League of Legends,French,French
Kamet0,Sardoche,21.0,Directed,League of Legends,Chess,French,French
Kamet0,Squeezie,40.0,Directed,League of Legends,Just Chatting,French,French
Kamet0,TheKAIRI78,33.0,Directed,League of Legends,Fortnite,French,French
Kamet0,ZeratoR,35.0,Directed,League of Legends,New World,French,French
Kamet0,aminematue,36.0,Directed,League of Legends,Grand Theft Auto V,French,French
Kamet0,fr_zod,30.0,Directed,League of Legends,Apex Legends,French,French
Kamet0,michou_twitch,35.0,Directed,League of Legends,Minecraft,French,French
Kamet0,mistermv,46.0,Directed,League of Legends,The Binding of Isaac: Afterbirth,French,French
Locklear,AlphaCast,23.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,AntoineDaniel,18.0,Directed,Just Chatting,GeoGuessr,French,French
Locklear,Deujna,20.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Doigby,15.0,Directed,Just Chatting,Minecraft,French,French
Locklear,Domingo,13.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Gotaga,21.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Locklear,Inoxtag,18.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,JLAmaru,33.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,JeelTV,12.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Jirayalecochon,14.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Joueur_du_Grenier,4.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Kamet0,9.0,Directed,Just Chatting,League of Legends,French,French
Locklear,LeBouseuh,10.0,Directed,Just Chatting,Rocket League,French,French
Locklear,Maghla,17.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Mickalow,4.0,Directed,Just Chatting,Apex Legends,French,French
Locklear,Ponce,9.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,Sardoche,13.0,Directed,Just Chatting,Chess,French,French
Locklear,Squeezie,21.0,Directed,Just Chatting,Just Chatting,French,French
Locklear,WankilStudio,8.0,Directed,Just Chatting,Valheim,French,French
Locklear,ZeratoR,27.0,Directed,Just Chatting,New World,French,French
Locklear,aminematue,12.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Locklear,fr_zod,5.0,Directed,Just Chatting,Apex Legends,French,French
Locklear,mistermv,12.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
Maghla,AntoineDaniel,10.0,Directed,Just Chatting,GeoGuessr,French,French
Maghla,Doigby,19.0,Directed,Just Chatting,Minecraft,French,French
Maghla,Domingo,15.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,Etoiles,24.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,Gotaga,13.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Maghla,Inoxtag,17.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,JLAmaru,4.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,JLTomy,11.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Maghla,JeelTV,5.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,Joueur_du_Grenier,10.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,Kamet0,8.0,Directed,Just Chatting,League of Legends,French,French
Maghla,Laink,10.0,Directed,Just Chatting,Rocket League,French,French
Maghla,Locklear,28.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,MoMaN,10.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Maghla,Ponce,13.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,RebeuDeter,11.0,Directed,Just Chatting,League of Legends,French,French
Maghla,Sardoche,26.0,Directed,Just Chatting,Chess,French,French
Maghla,Squeezie,21.0,Directed,Just Chatting,Just Chatting,French,French
Maghla,Terracid,23.0,Directed,Just Chatting,Minecraft,French,French
Maghla,WankilStudio,13.0,Directed,Just Chatting,Valheim,French,French
Maghla,ZeratoR,27.0,Directed,Just Chatting,New World,French,French
Maghla,aminematue,17.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Maghla,fr_zod,20.0,Directed,Just Chatting,Apex Legends,French,French
Maghla,mistermv,25.0,Directed,Just Chatting,The Binding of Isaac: Afterbirth,French,French
MoMaN,AlphaCast,25.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,AntoineDaniel,33.0,Directed,Grand Theft Auto V,GeoGuessr,French,French
MoMaN,Doigby,21.0,Directed,Grand Theft Auto V,Minecraft,French,French
MoMaN,Domingo,38.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Etoiles,26.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Gotaga,47.0,Directed,Grand Theft Auto V,Call of Duty: Warzone,French,French
MoMaN,Inoxtag,27.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,JLAmaru,33.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,JLTomy,25.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
MoMaN,JeelTV,27.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Jirayalecochon,24.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Joueur_du_Grenier,29.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Kamet0,28.0,Directed,Grand Theft Auto V,League of Legends,French,French
MoMaN,LeBouseuh,12.0,Directed,Grand Theft Auto V,Rocket League,French,French
MoMaN,Locklear,6.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Maghla,25.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Ponce,12.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,RebeuDeter,11.0,Directed,Grand Theft Auto V,League of Legends,French,French
MoMaN,Sardoche,14.0,Directed,Grand Theft Auto V,Chess,French,French
MoMaN,Squeezie,21.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,SuperHenryTran,5.0,Directed,Grand Theft Auto V,Just Chatting,French,French
MoMaN,Terracid,11.0,Directed,Grand Theft Auto V,Minecraft,French,French
MoMaN,WankilStudio,11.0,Directed,Grand Theft Auto V,Valheim,French,French
MoMaN,ZeratoR,19.0,Directed,Grand Theft Auto V,New World,French,French
MoMaN,aminematue,13.0,Directed,Grand Theft Auto V,Grand Theft Auto V,French,French
MoMaN,fr_zod,5.0,Directed,Grand Theft Auto V,Apex Legends,French,French
MoMaN,mistermv,45.0,Directed,Grand Theft Auto V,The Binding of Isaac: Afterbirth,French,French
Ponce,AlphaCast,16.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,AntoineDaniel,23.0,Directed,Just Chatting,GeoGuessr,French,French
Ponce,Doigby,19.0,Directed,Just Chatting,Minecraft,French,French
Ponce,Domingo,10.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Etoiles,7.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Gotaga,19.0,Directed,Just Chatting,Call of Duty: Warzone,French,French
Ponce,Inoxtag,22.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,JLAmaru,22.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,JLTomy,30.0,Directed,Just Chatting,Grand Theft Auto V,French,French
Ponce,JeelTV,12.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Jirayalecochon,19.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Joueur_du_Grenier,34.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Kamet0,14.0,Directed,Just Chatting,League of Legends,French,French
Ponce,LeBouseuh,19.0,Directed,Just Chatting,Rocket League,French,French
Ponce,Locklear,38.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Maghla,21.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,Sardoche,13.0,Directed,Just Chatting,Chess,French,French
Ponce,Squeezie,22.0,Directed,Just Chatting,Just Chatting,French,French
Ponce,WankilStudio,13.0,Directed,Just Chatting,Valheim,French,French
Ponce,ZeratoR,40.0,Directed,Just Chatting,New World,French,French
